0.011294	1.26173569216985E-09
0.014219	1.55890264199345E-09
0.017901	1.92595052855896E-09
0.022536	2.37929092970017E-09
0.028371	2.93919634232651E-09
0.035717	3.63067253816472E-09
0.044965	4.48449587525947E-09
0.056607	5.5385630991346E-09
0.071264	6.83967248409842E-09
0.089717	8.44530880769278E-09
0.11294	1.04253103276171E-08
0.14219	1.28679316007994E-08
0.17901	1.58779302315174E-08
0.22536	1.95847207638201E-08
0.28371	2.41460947058135E-08
0.35717	2.97535062073649E-08
0.44965	3.66377211393377E-08
0.56608	4.5076247736613E-08
0.71264	5.53977437117546E-08
0.89717	6.79939664126097E-08
1.1294	8.33121051172514E-08
1.4219	1.01885239856541E-07
1.7901	1.24288131289989E-07
2.2536	1.51159773156909E-07
2.8371	1.83176612418543E-07
3.5717	2.21021194793684E-07
4.4965	2.65338025836637E-07
5.6607	3.1668769116865E-07
7.1265	3.75518250310106E-07
8.9717	4.42129741325276E-07
11.295	5.16782793107377E-07
14.219	5.99804703719336E-07
17.901	6.92027697774088E-07
22.536	7.95038781353114E-07
28.371	9.11611003187426E-07
35.717	1.04561101659918E-06
44.965	1.20120596986473E-06
56.607	1.38120676315832E-06
71.265	1.58490483764309E-06
89.716	1.80613176605674E-06
112.94	2.01675116545582E-06
142.19	2.1984588701332E-06
179.01	2.34893700020052E-06
225.36	2.45634183429567E-06
283.71	2.5140450295113E-06
357.17	2.52063418388849E-06
449.65	2.47864750070809E-06
566.08	2.39288849433189E-06
712.65	2.26905224451314E-06
897.16	2.11294678152799E-06
1129.4	1.93035847124502E-06
1421.9	1.72713811975011E-06
1790.1	1.50995604659241E-06
2253.6	1.28624026829654E-06
2837.1	1.06423097822524E-06
3571.7	8.52519417530613E-07
4496.5	6.59182801088131E-07
5660.8	4.90681538258631E-07
7126.5	3.50960367722511E-07
8971.7	2.40945851540256E-07
11294	1.58785018403949E-07
14219	1.00509225737826E-07
17901	6.12406959221397E-08
22536	3.60126290669967E-08
28371	2.05028771570566E-08
35717	1.13401342176572E-08
44965	6.11530800859797E-09
56608	3.22633106214882E-09
71264	1.67086453527603E-09
89716	8.5181277652804E-10
112940	4.28684184631739E-10
142190	2.13357699128724E-10
179010	1.05260351153269E-10
225360	5.15586529965142E-11
283710	2.5106495957919E-11
357170	1.1238459063128E-11
449650	4.95770202485376E-12
566080	2.1793503911921E-12
712640	9.55421835121602E-13
897160	4.17888075003386E-13

