1.13E-02	2.33E-07
1.42E-02	2.19E-07
1.79E-02	2.06E-07
2.25E-02	1.94E-07
2.84E-02	1.83E-07
3.57E-02	1.73E-07
4.50E-02	1.65E-07
5.66E-02	1.58E-07
7.13E-02	1.52E-07
8.98E-02	1.48E-07
1.13E-01	1.45E-07
1.42E-01	1.44E-07
1.79E-01	1.45E-07
2.25E-01	1.48E-07
2.84E-01	1.53E-07
3.57E-01	1.60E-07
4.50E-01	1.71E-07
5.66E-01	1.85E-07
7.13E-01	2.02E-07
8.98E-01	2.24E-07
1.13E+00	2.49E-07
1.42E+00	2.79E-07
1.79E+00	3.12E-07
2.25E+00	3.51E-07
2.84E+00	3.93E-07
3.57E+00	4.39E-07
4.50E+00	4.88E-07
5.66E+00	5.39E-07
7.13E+00	5.91E-07
8.98E+00	6.43E-07
1.13E+01	6.94E-07
1.42E+01	7.42E-07
1.79E+01	7.87E-07
2.25E+01	8.26E-07
2.84E+01	8.58E-07
3.57E+01	8.81E-07
4.50E+01	8.92E-07
5.66E+01	8.86E-07
7.13E+01	8.61E-07
8.98E+01	8.12E-07
1.13E+02	7.38E-07
1.42E+02	6.43E-07
1.79E+02	5.34E-07
2.25E+02	4.23E-07
2.84E+02	3.20E-07
3.57E+02	2.33E-07
4.50E+02	1.65E-07
5.66E+02	1.14E-07
7.13E+02	7.72E-08
8.98E+02	5.17E-08
1.13E+03	3.41E-08
1.42E+03	2.17E-08
1.79E+03	1.29E-08
2.25E+03	6.34E-09
2.84E+03	2.16E-09
3.57E+03	6.59E-10
4.50E+03	3.31E-10
5.66E+03	2.19E-10
7.13E+03	1.47E-10
8.98E+03	9.59E-11
1.13E+04	6.03E-11
1.42E+04	3.69E-11
1.79E+04	2.21E-11
2.25E+04	1.29E-11
2.84E+04	7.48E-12
3.57E+04	4.26E-12
4.50E+04	2.40E-12
5.66E+04	1.33E-12
7.13E+04	7.37E-13
8.98E+04	4.05E-13
1.13E+05	2.21E-13
1.42E+05	1.20E-13
1.79E+05	6.50E-14
2.25E+05	3.51E-14
2.84E+05	1.89E-14
3.57E+05	1.01E-14
4.50E+05	5.43E-15
5.66E+05	2.90E-15
7.13E+05	1.55E-15
8.98E+05	8.29E-16
