0.011294	1.23078100092017E-09
0.014219	1.52042323137646E-09
0.017901	1.87812688259201E-09
0.022536	2.31986593255489E-09
0.028371	2.86537041794303E-09
0.035717	3.53897479636153E-09
0.044965	4.37062672790963E-09
0.056607	5.39719998832701E-09
0.071264	6.6642272439789E-09
0.089717	8.22763649404659E-09
0.11294	1.01553731140714E-08
0.14219	1.25333024264159E-08
0.17901	1.54633486931837E-08
0.22536	1.90714386602993E-08
0.28371	2.35111337729491E-08
0.35717	2.89687962058135E-08
0.44965	3.5669123845335E-08
0.56608	4.38824426266507E-08
0.71264	5.39290906403059E-08
0.89717	6.61911936156437E-08
1.1294	8.11054087994195E-08
1.4219	9.91928676891578E-08
1.7901	1.21016493058529E-07
2.2536	1.47203345475645E-07
2.8371	1.78418820897792E-07
3.5717	2.15335921742497E-07
4.4965	2.58590889070848E-07
5.6607	3.08734652934129E-07
7.1265	3.66196491452731E-07
8.9717	4.31233086716102E-07
11.295	5.0400662683108E-07
14.219	5.8464617233355E-07
17.901	6.73620082956084E-07
22.536	7.71925268027177E-07
28.371	8.81479851474904E-07
35.717	1.00507635805142E-06
44.965	1.14576664363357E-06
56.607	1.30552811967367E-06
71.265	1.48349351412288E-06
89.716	1.67433591064617E-06
112.94	1.85024745989403E-06
142.19	1.99578439334556E-06
179.01	2.11291534712715E-06
225.36	2.19222355437902E-06
283.71	2.22869090438626E-06
357.17	2.22163331627848E-06
449.65	2.17360374543907E-06
566.08	2.08897032604734E-06
712.65	1.97278111544955E-06
897.16	1.83013117383024E-06
1129.4	1.66607213485201E-06
1421.9	1.48568667928371E-06
1790.1	1.29473833346287E-06
2253.6	1.09958551856123E-06
2837.1	9.07211776114866E-07
3571.7	7.24818606842616E-07
4496.5	5.59090376793188E-07
5660.8	4.15277542078683E-07
7126.5	2.96470603575589E-07
8971.7	2.0321545317213E-07
11294	1.33749076862655E-07
14219	8.4577822726358E-08
17901	5.14962564039684E-08
22536	3.02675222222383E-08
28371	1.72269491863213E-08
35717	9.52688965168057E-09
44965	5.13738516236392E-09
56608	2.71056883624122E-09
71264	1.40392870007439E-09
89716	7.15838472899279E-10
112940	3.60315301589689E-10
142190	1.79361750286573E-10
179010	8.85035594111962E-11
225360	4.33578400196235E-11
283710	2.11162447936965E-11
357170	9.45261667163029E-12
449650	4.17045860412233E-12
566080	1.83350244924657E-12
712640	8.03885096856871E-13
897160	3.51639035184732E-13

